title,link,image,price,pistol_grip,stripped_lower,stock,buffer_tube_assembly,trigger,stripped_upper,barrel,handguard,gas_tube,gas_block,bolt_carrier_group,charging_handle
"Lead Star Arms Skeletonized LSA-15 AR-15 Stripped Lower Receiver, Blue",https://palmettostatearmory.com/lead-star-arms-skeletonized-lsa-15-stripped-lower-receiver-blue-lsa-hwg6208c.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/L/e/Lead-Star-Arms-Skeletonized-LSA-15-Stripped-Lower-Receiver_-_Blue_--LSA-HWG6208C.png,$336.55,False,True,False,False,False,False,False,False,False,False,False,False
"Lead Star Arms LSA-15 AR-15 Receiver Set, Black",https://palmettostatearmory.com/lead-star-arms-lsa-15-ar-15-receiver-set-black.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/L/S/LSA-C6V431CV-LSA-15-AR-15-Recvr-r-Set-Blk-LSA-C6V431CV.jpg,$509.45,False,True,False,False,False,False,False,False,False,False,False,False
Lead Star Arms Skeletonized PCC LSA-9 AR-9 Stripped Lower Receiver,https://palmettostatearmory.com/lead-star-arms-skeletonized-pcc-lsa-9-ar-9-stripped-lower-receiver.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/l/s/lsa-skeletonized-pcc-lsa-9-ar-9-stripped-lwr-recvr-blk-lsa-192n74bg_2.jpg,$411.84,False,True,False,False,False,False,False,False,False,False,False,False
"APF Side Folding Stripped AR-15 Lower Receiver, Black - LPSF1",https://palmettostatearmory.com/apf-side-folding-stripped-ar-15-lower-receiver-black-lpsf1.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/a/p/apf-side-folding-stripped-ar-15-lower-receiver_-black.jpg,$399.99,False,True,False,False,False,False,False,False,False,False,False,False
"Lead Star Arms LSA-15 Skeletonized AR-15 Receiver Set w/ 15"" Ravage Handguard",https://palmettostatearmory.com/lead-star-arms-lsa-15-skeletonized-ar-15-receiver-set-w-15-ravage-handguard.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/l/s/lsa-847ba578-lead-star-builders-kit-lsa-15-ar-15-15inch-handguard_1.jpg,$753.70,False,True,False,False,False,False,False,False,False,False,False,False
Angstadt Arms 0940 Glock Compatible 9mm/.40 S&W Stripped Lower Receiver - AA0940LRBA,https://palmettostatearmory.com/angstadt-arms-0940-glock-compatible-9mm-40-s-w-stripped-lower-receiver-aa0940lrba.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/5165451078-angstadt-arms-0940-lower-reciever-stripped-aa0940lrba.jpg,$250.00,False,True,False,False,False,False,False,False,False,False,False,False
"Shield Arms SA-15 Side Folding Stripped AR-15 Lower Receiver, Black - SA-SA15-SL",https://palmettostatearmory.com/shield-arms-sa-15-side-folding-stripped-ar-15-lower-receiver-black-sa-sa15-sl.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/s/h/shield-arms-sa-15-side-folding-stripped-ar-15-lower-receiver_-black.jpg,$299.99,False,True,False,False,False,False,False,False,False,False,False,False
"Lead Star Arms LSA-9 PCC / AR-9 Receiver Set, Black",https://palmettostatearmory.com/lead-star-arms-lsa-9-pcc-ar-9-receiver-set-black.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/L/S/LSA-2KXBTY16-LSA-9-PCC-AR-15-Recvr-Set-Blk-LSA-2KXBTY16.jpg,$584.75,False,True,False,False,False,False,False,False,False,False,False,False
"Lead Star Arms LSA-15 AR-15 Lower Receiver, Black",https://palmettostatearmory.com/lead-star-arms-lsa-15-ar-15-lower-receiver-black.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/L/S/LSA-B3NC5689-Lead-Star-Arms-LSA-15-AR-15-Lwer-Recvr-Blk-LSA-B3NC5689.jpg,$306.60,False,True,False,False,False,False,False,False,False,False,False,False
"Yankee Hill Machine .223 Rem/5.56 Billet Lower Receiver, Hardcoat Anodized Matte Black - 125-BILLET",https://palmettostatearmory.com/yankee-hill-machine-223-rem-5-56-billet-lower-receiver-hardcoat-anodized-matte-black-125-billet.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/9/790807-Yankee_Hill_Machine_.223_Rem_5.56_Billet_Lower_Receiver_Hardcoat_Anodized_Matte_Black_125-BILLET.jpg,$215.00,False,True,False,False,False,False,False,False,False,False,False,False
PSA AR15 7075 Buffer Tube Assembly - Logo - 508022,https://palmettostatearmory.com/psa-ar15-7075-buffer-tube-assembly-logo.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/b/u/buffer_tube_kit_2_1.jpg,$49.99,False,False,False,True,False,False,False,False,False,False,False,False
PSA Freedom Complete 6 Position Mil-Spec Diameter Buffer Tube Assembly - 6200,https://palmettostatearmory.com/psa-freedom-complete-6-position-mil-spec-diameter-buffer-tube-assembly.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/6/2/6200_1.jpg,$40.99,False,False,False,True,False,False,False,False,False,False,False,False
PSA AR-15 Pistol Buffer Tube Kit - 40433,https://palmettostatearmory.com/psa-ar-15-pistol-buffer-tube-kit.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/u/n/untitled-3.jpg,$54.99,False,False,False,True,False,False,False,False,False,False,False,False
"Wilson Combat .223 Rem/5.56 Upper Receiver for AR-15 Style Rifle, Hardcoat Anodized Black - TR-UPPER",https://palmettostatearmory.com/wilson-combat-223-rem-5-56-upper-receiver-for-ar-15-style-rifle-hardcoat-anodized-black-tr-upper.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/9/792689-Wilson_Combat_.223_Rem_5.56_Upper_Receiver_for_AR-15_Style_Rifle_Hardcoat_Anodized_Black-TR-UPPER.jpg,$74.95,False,False,False,False,False,True,False,False,False,False,False,False
BLEM Stripped AR-15 Upper Receiver - 482732,https://palmettostatearmory.com/stripped-blemished-ar-15-upper-receiver.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/a/pa15_upper.jpg,$69.99,False,False,False,False,False,True,False,False,False,False,False,False
PSA AR-15 Stripped Upper Receiver,https://palmettostatearmory.com/pa-15/psa-ar-15-stripped-upper-receiver.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/51655109407.jpg,$69.99,False,False,False,False,False,True,False,False,False,False,False,False
"Wilson Combat .223 Rem/5.56 Billet Upper Receiver for AR-15 Style Rifle, Mil-Spec Hardcoat Anodized Black - TR-UPPER-BIL",https://palmettostatearmory.com/wilson-combat-223-rem-5-56-billet-upper-receiver-for-ar-15-style-rifle-mil-spec-hardcoat-anodized-black-tr-upper-bil.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/9/792690-Wilson_Combat_.223_Rem_5.56_Billet_Upper_Receiver_for_AR-15_Style_Rifle_Mil-Spec_Hardcoat_Anodized_Black-TR-UPPER-BIL.jpg,$214.95,False,False,False,False,False,True,False,False,False,False,False,False
Lead Star Arms Grunt-15 AR-15 Upper Receiver,https://palmettostatearmory.com/lead-star-arms-grunt-15-ar-15-upper-receiver.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/l/s/lsa-uppgrt15-grunt-ar-15-upper-receiver-black_1_1.jpg,$110.39,False,False,False,False,False,True,False,False,False,False,False,False
"Lead Star Arms LSA-15 Stripped AR-15 Upper Receiver, Black",https://palmettostatearmory.com/lead-star-arms-lsa-15-stripped-ar-15-upper-receiver-black.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/L/S/LSA-ASM7A22T-AR15-LSA15-Stripped-Upper-Recvr-LSA-ASM7A22T.jpg,$228.14,False,False,False,False,False,True,False,False,False,False,False,False
Lead Star Arms LSA-15 Skeletonized AR-15 Upper Receiver,https://palmettostatearmory.com/lead-star-arms-lsa-15-skeletonized-ar-15-upper-receiver.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/l/s/lsa-5dlnc3q2-lead-star-lsa-15-ar-15-skeletonized-upper-receiver.jpg,$235.29,False,False,False,False,False,True,False,False,False,False,False,False
"PSA 16"" M4 AR-15 5.56 NATO 1:7 Nitride Barrel",https://palmettostatearmory.com/ar15-16-m4-5-56-nato-1-7-nitride-barrel.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/7782495.jpg,$119.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA AR15 10.5""  5.56 NATO 10.5"" 1:7 Carbine Nitride Barrel -77932251",https://palmettostatearmory.com/psa-ar15-10-5-5-56-nato-10-5-1-7-carbine-nitride-barre.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/77932251.jpg,$99.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA AR15 16"" Midlength 5.56 NATO 1:7 Nitride Barrel - 77932227",https://palmettostatearmory.com/psa-ar15-16-m4-5-56-nato-1-7-nitride-barrel-77932227.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/77932227.jpg,$119.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA 16"" Mid Stainless Steel 5.56 NATO 1:7 Barrel Assembly - 7782785",https://palmettostatearmory.com/psa-16-mid-stainless-steel-5-56-nato-1-8-barrel-assembly.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/7782785.jpg,$169.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA AR15 10.5"" Pistol Length 300AAC Blackout 1/8 Phosphate Barrel - 516447505",https://palmettostatearmory.com/psa-ar15-10-5-pistol-length-300aac-blackout-1-8-phosphate-barrel-516447505.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/516447505.jpg,$109.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA 16"" CHF Mid-length A2  5.56 NATO 1/7 Barrel Assembly - 7782477",https://palmettostatearmory.com/psa-16-chf-mid-length-a2-5-56-nato-1-7-barrel-assembly.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/7782477.jpg,$319.99,False,False,False,False,False,False,True,False,False,False,False,False
"PSA 18"" Rifle-Length 6.5 Grendel 1/8 Stainless Steel Barrel - 5165448715",https://palmettostatearmory.com/psa-18-rifle-length-6-5-grendel-1-8-stainless-steel-barrel-5165448715.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/8/18_inch_6.5_grendel.jpg,$129.99,False,False,False,False,False,False,True,False,False,False,False,False
PSA 20'' 5.56mm 1:7 FN CHF Chrome Lined Phosphate A2 Profile Barrel,https://palmettostatearmory.com/psa-20-hf-cl-mp-barrel.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/2/5/2528.jpg,$329.99,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Premium Series .223 Wylde 16"" Fluted Mid-Length Barrel, Bead Blasted - BABL223017PL",https://palmettostatearmory.com/ballistic-advantage-premium-series-223-wylde-16-fluted-mid-length-barrel-bead-blasted-babl223017pl.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786752-Ballistic_Advantage_Premium_Series_.223_Wylde_16_Fluted_Mid-Length_Barrel_Bead_Blasted_BABL223017PL.jpg,$218.50,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Modern Series .223 Rem/5.56 16"" Mid-Length Barrel, QPQ - BABL556015M",https://palmettostatearmory.com/ballistic-advantage-modern-series-223-rem-5-56-16-mid-length-barrel-qpq-babl556015m.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786740-Ballistic_Advantage_Modern_Series_.223_Rem_5.56_16_Mid-Length_Barrel_QPQ_BABL556015M.jpg,$156.75,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Modern Series 5.56 10.5"" Carbine Barrel, QPQ - BABL556005M",https://palmettostatearmory.com/ballistic-advantage-modern-series-5-56-10-5-carbine-barrel-qpq-babl556005m.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786737-Ballistic_Advantage_Modern_Series_5.56_10.5_Carbine_Barrel_QPQ_BABL556005M.jpg,$133.00,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Premium Series .223 Wylde 18"" Fluted Rifle Barrel, Bead Blasted - BABL223021PL",https://palmettostatearmory.com/ballistic-advantage-premium-series-223-wylde-18-fluted-rifle-barrel-bead-blasted-babl223021pl.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786753-Ballistic_Advantage_Premium_Series_.223_Wylde_18_Fluted_Rifle_Barrel_Bead_Blasted_BABL223021PL.jpg,$237.50,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Performance Series .223 Rem/5.56 10.3"" Carbine Barrel, QPQ - BABL556004F",https://palmettostatearmory.com/ballistic-advantage-performance-series-223-rem-5-56-10-3-carbine-barrel-qpq-babl556004f.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786745-Ballistic_Advantage_Performance_Series_.223_Rem_5.56_10.3_Carbine_Barrel_QPQ_BABL556004F.jpg,$194.75,False,False,False,False,False,False,True,False,False,False,False,False
"Ballistic Advantage Modern Series .223 Rem/5.56 16"" Carbine Barrel, QPQ - BABL556014M",https://palmettostatearmory.com/ballistic-advantage-modern-series-223-rem-5-56-16-carbine-barrel-qpq-babl556014m.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/786741-Ballistic_Advantage_Modern_Series_.223_Rem_5.56_16_Carbine_Barrel_QPQ_BABL556014M.jpg,$152.00,False,False,False,False,False,False,True,False,False,False,False,False
"BSF 20"" .224 Valkyrie, Carbon Fiber Jacketed Barrel, 1:7 Twist, Blue/Black -BR1520V001",https://palmettostatearmory.com/bsf-20-224-valkyrie-carbon-fiber-jacketed-barrel-1-7-twist-blue-black-br1520v001.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/5165447946_bsf_20.5_.224_valkyrie_rifle_gas_1_7_twist_rate_blue_black.jpg,$565.05,False,False,False,False,False,False,True,False,False,False,False,False
PSA Forged MIL-SPEC Charging Handle w/ Toolcraft 5.56 Nickel Boron BCG & 10 Magpul PMAG 30rd Gen2 MOE 5.56 Magazines,https://palmettostatearmory.com/psa-forged-mil-spec-charging-handle-w-toolcraft-5-56-nickel-boron-bcg-10-magpul-pmag-30rd-gen2-moe-5-56-magazines.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/k/i/kit-0427_1.jpg,$199.99,False,False,False,False,False,False,False,False,False,False,False,True
PSA 5.56 Premium Full Auto BCG w/ MIL-SPEC Charging Handle & 10 Magpul PMAG 30rd 5.56 Magazines,https://palmettostatearmory.com/psa-5-56-premium-full-auto-bcg-w-mil-spec-charging-handle-10-magpul-pmag-30rd-5-56-magazines.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/k/i/kit-0420.jpg,$179.99,False,False,False,False,False,False,False,False,False,False,False,True
PSA AR15/M16 7075 T6 Forged Mil-Spec Charging Handle - 24080,https://palmettostatearmory.com/psa-ar15-m16-7075-t6-forged-mil-spec-charging-handle-24080.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/0/5/052617_755632.jpg,$27.95,False,False,False,False,False,False,False,False,False,False,False,True
PSA AR15/M16 Charging Handle - 438,https://palmettostatearmory.com/psa-ar15-m16-charging-handle-438.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/4/3/436_1_2.jpg,$24.99,False,False,False,False,False,False,False,False,False,False,False,True
PSA Custom AR15 Ambidextrous Charging Handle,https://palmettostatearmory.com/psa-custom-ar15-ambidextrous-charging-handle.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/1/116052-psa-custom-ar15-ambi-charging-handle.jpg,$54.95,False,False,False,False,False,False,False,False,False,False,False,True
"PSA AR15 Premium Charging Handle, AMBI - 7790286",https://palmettostatearmory.com/psa-ar15-premium-charging-handle-ambi.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/7/7790286_2.jpg,$78.99,False,False,False,False,False,False,False,False,False,False,False,True
Lead Star Arms Ravage AR-15 Charging Handle,https://palmettostatearmory.com/lead-star-arms-ravage-ar-15-charging-handle-black.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/l/s/lsa-g2kxbelb-lsa-ravage-ar15-charging-handle-black-lsa-g2kxbelb.jpg,$53.93,False,False,False,False,False,False,False,False,False,False,False,True
JL Billet Kali-Key Bolt Action Charging Handle,https://palmettostatearmory.com/jl-billet-kali-key-bolt-action-charging-handle.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/a/r/ar-15-kali-key-ch.jpg,$69.99,False,False,False,False,False,False,False,False,False,False,False,True
"Geissele Super Charging Handle (SCH), Black ‒ 05-313B",https://palmettostatearmory.com/geissele-super-charging-handle-sch-black-05-313b.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/g/e/geissele_sch_black.jpg,$139.99,False,False,False,False,False,False,False,False,False,False,False,True
"Geissele AR-15 Airborne Charging Handle (ACH), Black - 05-497B",https://palmettostatearmory.com/geissele-ar-15-airborne-charging-handle-ach-05-497b.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/a/i/airborne_ch_black.jpg,$129.99,False,False,False,False,False,False,False,False,False,False,False,True
Geissele Airborne Charging Handle,https://palmettostatearmory.com/labor-day-sale/geissele-airborne-charging-handle.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/a/i/airborne_ch_black_1.jpg,$94.00,False,False,False,False,False,False,False,False,False,False,False,True
"CMMG AR15 Charging Handle Assembly, Black - 55BA5EC",https://palmettostatearmory.com/cmmg-ar15-charging-handle-assembly-black-55ba5ec.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/C/M/CMMG-Charging-Handle-AR15.jpg,$28.99,False,False,False,False,False,False,False,False,False,False,False,True
POF-USA Strike Eagle Ambidextrous .223 / 5.56 Charging Handle - 01542,https://palmettostatearmory.com/pof-usa-strike-eagle-ambidextrous-223-5-56-charging-handle-01542.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/5165450669-01542.jpg,$90.59,False,False,False,False,False,False,False,False,False,False,False,True
"POF Tomahawk Ambidextrous Charging Handle, .223/5.56 - 00849",https://palmettostatearmory.com/pof-tomahawk-ambidextrous-charging-handle-223-5-56-00849.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/P/O/POF-Tomahawk-Ambidextrous-Charging-Handle_-.308_7.62---00850.jpg,$90.59,False,False,False,False,False,False,False,False,False,False,False,True
Timber Creek Enforcer Ambidextrous Charging Handle - AMBI CH,https://palmettostatearmory.com/timber-creek-enforcer-ambidextrous-charging-handle-ambi-ch.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/5165450065-timber-creek-enforcer-ambi-ch-black_1.jpg,$95.99,False,False,False,False,False,False,False,False,False,False,False,True
CMMG .22ARC .22 LR Charging Handle Assembly -22BA596,https://palmettostatearmory.com/cmmg-22arc-22-lr-charging-handle-assembly-22ba596.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/C/M/CMMG-.22ARC-.22-LR-Charging-Handle-Assembly-22BA596.jpg,$14.99,False,False,False,False,False,False,False,False,False,False,False,True
PSA AR15 Gas Tube - Mid-Length,https://palmettostatearmory.com/ar-15-gas-tube-midlength.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/h/photo_2_1.jpg,$12.99,False,False,False,False,False,False,False,False,True,False,False,False
PSA AR15 Gas Tube - Rifle - 1663,https://palmettostatearmory.com/ar-15-gas-tube-rifle.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/6/1663_1.jpg,$12.99,False,False,False,False,False,False,False,False,True,False,False,False
PSA AR15 Gas Tube Roll Pin,https://palmettostatearmory.com/ar-15-gas-tube-roll-pin.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/2/1201.jpg,$0.99,False,False,False,False,False,False,False,False,True,False,False,False
PSA AR15 Gas Tube - Pistol - 1671,https://palmettostatearmory.com/ar-15-gas-tube-pistol.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/6/1671_psa_ar15_gas_tube_-_pistol_-_1671_1.jpg,$11.99,False,False,False,False,False,False,False,False,True,False,False,False
PSA Custom .750 Diameter Adjustable Gas Block - 116001,https://palmettostatearmory.com/psa-custom-750-diameter-adjustable-gas-block-116001.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/7/8/781102-750-adjustable-gas-block.png,$39.95,False,False,False,False,False,False,False,False,False,True,False,False
PSA Custom .750 Click Switch Adjustable Gas Block,https://palmettostatearmory.com/psa-custom-750-diameter-click-adjustable-gas-block-7811021.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa_2175_2_1.jpg,$49.95,False,False,False,False,False,False,False,False,False,True,False,False
PSA Low Profile Gas Block .750 Diameter - 516444617,https://palmettostatearmory.com/psa-low-profile-gas-block-750-diameter-516444617.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/g/a/gas_block_.750.jpg,$19.99,False,False,False,False,False,False,False,False,False,True,False,False
PSA Custom .750 Skeletonized Standard Gas Block - 116039,https://palmettostatearmory.com/psa-custom-750-standardized-standard-gas-block-116039.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/1/116039-psa-custom-750-skeletonized-standard-gas-block-116039_01.jpg,$34.95,False,False,False,False,False,False,False,False,False,True,False,False
PSA Custom .625 Adjustable Gas Block - 116035,https://palmettostatearmory.com/psa-custom-625-adjustable-gas-block-116035.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/1/116035-psa-custom-625-ajustable-gas-block.jpg,$39.95,False,False,False,False,False,False,False,False,False,True,False,False
PSA Custom .875 Adjustable Gas Block - 116036,https://palmettostatearmory.com/psa-custom-875-adjustable-gas-block-116036.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/1/1/116036-psa-custom-875-adjustable-gas-block-116036.jpg,$39.95,False,False,False,False,False,False,False,False,False,True,False,False
PSA Custom .936 Skeletonized Standard Gas Block,https://palmettostatearmory.com/psa-custom-936-skeletonized-standard-gas-block.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa_3085.jpg,$34.95,False,False,False,False,False,False,False,False,False,True,False,False
"Palmetto State Armory Low Profile Gas Block 0.625"" - 516444612",https://palmettostatearmory.com/palmetto-state-armory-low-profile-gas-block-0-625-516444612.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/516444612.jpg,$18.99,False,False,False,False,False,False,False,False,False,True,False,False
"CMMG Low Profile .750"" Gas Block Assembly - 55DA38D",https://palmettostatearmory.com/cmmg-low-profile-750-gas-block-assembly-55da38d.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/5165451405-CMMG-Low-Profile-Gas-Block-.750-55DA38D.jpg,$35.39,False,False,False,False,False,False,False,False,False,True,False,False
Midwest Industries Micro Gas Block .750 MI-MGB750,https://palmettostatearmory.com/midwest-industries-micro-750-gas-blocks-mi-mgb-750.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/2/5/2567.jpg,$39.95,False,False,False,False,False,False,False,False,False,True,False,False
Yankee Hill Machine Low Profile Gas Block (Pinch Screw) YHM-9384,https://palmettostatearmory.com/yhm-low-profile-clamp-on-gas-block-yhm-9384.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/y/h/yhm-9384_1.jpg,$18.20,False,False,False,False,False,False,False,False,False,True,False,False
MIdwest Industries Low Profile Gas Block .750 MCTAR-LPG-750,https://palmettostatearmory.com/midwest-industries-low-profile-gas-block-750-mctar-lpg-750.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/m/i/mi_gas_block.jpg,$41.95,False,False,False,False,False,False,False,False,False,True,False,False
"PSA Custom Cross-Cut Lightweight 9"" MLOK Partial Picatinny Handguard",https://palmettostatearmory.com/psa-custom-cross-cut-lightweight-9-mlok-partial-picatinny-handguard.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa_2948.jpg,$84.95,False,False,False,False,False,False,False,True,False,False,False,False
"PSA Custom Cross-Cut Lightweight 15"" MLOK Partial Picatinny Handguard",https://palmettostatearmory.com/psa-custom-cross-cut-lightweight-15-mlok-partial-picatinny-handguard.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa-custom-15in-cross-cut.jpg,$109.99,False,False,False,False,False,False,False,True,False,False,False,False
"PSA Custom Cross-Cut Lightweight 13.5"" MLOK Partial Picatinny Handguard",https://palmettostatearmory.com/psa-custom-cross-cut-lightweight-13-5-mlok-partial-picatinny-handguard.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa-custom-13.5in-cross-cut.jpg,$99.99,False,False,False,False,False,False,False,True,False,False,False,False
"PSA Custom Cross-Cut Lightweight 7"" MLOK Partial Picatinny Handguard",https://palmettostatearmory.com/psa-custom-cross-cut-lightweight-7-mlok-partial-picatinny-handguard.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/p/s/psa_2961.jpg,$84.95,False,False,False,False,False,False,False,True,False,False,False,False
PSA Custom 5-Slot M-LOK Rail Section,https://palmettostatearmory.com/psa-custom-5-slot-m-lok-rail-section.html,https://palmettostatearmory.com/media/catalog/product/cache/152980d312fe5b5cdae0fdd9913a70b7/5/1/516447240_2in_5_slot_mlok_rs.jpg,$14.95,False,False,False,False,False,False,False,True,False,False,False,False
